date,team,season,opponent,attendance,result,runs_scored,runs_allowed,month,day_of_week,is_weekend,is_opening_day,is_rival,is_playoff_race,game_number
2023-07-30,ARI,2023,SEA,35295.0,L,0.0,4.0,7,6,1,0,0,0,56
2023-08-08,ARI,2023,LAD,29861.0,L,4.0,5.0,8,1,0,0,0,0,57
2023-08-09,ARI,2023,LAD,27485.0,L,0.0,2.0,8,2,0,0,0,0,58
2023-08-11,ARI,2023,SDP,26210.0,L,5.0,10.0,8,4,1,0,0,0,59
2023-08-12,ARI,2023,SDP,41351.0,W,3.0,0.0,8,5,1,0,0,0,60
2023-08-13,ARI,2023,SDP,29277.0,W,5.0,4.0,8,6,1,0,0,0,61
2023-08-21,ARI,2023,TEX,21829.0,W-wo,4.0,3.0,8,0,0,0,0,0,62
2023-08-22,ARI,2023,TEX,19003.0,W,6.0,3.0,8,1,0,0,0,0,63
2023-08-24,ARI,2023,CIN,18827.0,W,3.0,2.0,8,3,0,0,0,0,64
2023-08-25,ARI,2023,CIN,29500.0,W,10.0,8.0,8,4,1,0,0,0,65
2023-08-26,ARI,2023,CIN,34028.0,L,7.0,8.0,8,5,1,0,0,0,66
2023-08-27,ARI,2023,CIN,26574.0,W,5.0,2.0,8,6,1,0,0,0,67
2023-09-01,ARI,2023,BAL,18248.0,W,4.0,2.0,9,4,1,0,0,1,68
2023-09-02,ARI,2023,BAL,34118.0,L,3.0,7.0,9,5,1,0,0,1,69
2023-09-03,ARI,2023,BAL,24284.0,L,5.0,8.0,9,6,1,0,0,1,70
2023-09-04,ARI,2023,COL,18097.0,W,4.0,2.0,9,0,0,0,0,1,71
2023-09-05,ARI,2023,COL,12994.0,L,2.0,3.0,9,1,0,0,0,1,72
2023-09-06,ARI,2023,COL,11044.0,W,12.0,5.0,9,2,0,0,0,1,73
2023-09-15,ARI,2023,CHC,32864.0,W,6.0,4.0,9,4,1,0,0,1,74
2023-09-16,ARI,2023,CHC,35193.0,W-wo,7.0,6.0,9,5,1,0,0,1,75
2023-09-17,ARI,2023,CHC,26307.0,W,6.0,2.0,9,6,1,0,0,1,76
2023-09-19,ARI,2023,SFG,26093.0,W,8.0,4.0,9,1,0,0,0,1,77
2023-09-20,ARI,2023,SFG,16848.0,W,7.0,1.0,9,2,0,0,0,1,78
2023-09-29,ARI,2023,HOU,36133.0,L,1.0,2.0,9,4,1,0,0,1,79
2023-09-30,ARI,2023,HOU,36789.0,L,0.0,1.0,9,5,1,0,0,1,80
2024-03-28,ARI,2024,COL,49011.0,W,16.0,1.0,3,3,0,1,0,0,1
2024-03-29,ARI,2024,COL,29480.0,W,7.0,3.0,3,4,1,0,0,0,2
2024-03-30,ARI,2024,COL,32133.0,L,4.0,9.0,3,5,1,0,0,0,3
2024-03-31,ARI,2024,COL,21824.0,W,5.0,1.0,3,6,1,0,0,0,4
2024-04-01,ARI,2024,NYY,38608.0,L,2.0,5.0,4,0,0,0,0,0,5
2024-04-02,ARI,2024,NYY,39863.0,W,7.0,0.0,4,1,0,0,0,0,6
2024-04-03,ARI,2024,NYY,35038.0,L,5.0,6.0,4,2,0,0,0,0,7
2024-04-12,ARI,2024,STL,29247.0,L,6.0,9.0,4,4,1,0,0,0,8
2024-04-13,ARI,2024,STL,33640.0,W,4.0,2.0,4,5,1,0,0,0,9
2024-04-14,ARI,2024,STL,26460.0,W,5.0,0.0,4,6,1,0,0,0,10
2024-04-15,ARI,2024,CHC,24468.0,L,2.0,3.0,4,0,0,0,0,0,11
2024-04-16,ARI,2024,CHC,26426.0,W-wo,12.0,11.0,4,1,0,0,0,0,12
2024-04-17,ARI,2024,CHC,26567.0,L,3.0,5.0,4,2,0,0,0,0,13
2024-04-29,ARI,2024,LAD,36985.0,L,4.0,8.0,4,0,0,0,0,0,14
2024-04-30,ARI,2024,LAD,28667.0,W-wo,4.0,3.0,4,1,0,0,0,0,15
2024-05-01,ARI,2024,LAD,34088.0,L,0.0,8.0,5,2,0,0,0,0,16
2024-05-03,ARI,2024,SDP,31976.0,L,1.0,7.0,5,4,1,0,0,0,17
2024-05-04,ARI,2024,SDP,39661.0,L,1.0,13.0,5,5,1,0,0,0,18
2024-05-05,ARI,2024,SDP,30968.0,W,11.0,4.0,5,6,1,0,0,0,19
2024-05-13,ARI,2024,CIN,18017.0,W-wo,6.0,5.0,5,0,0,0,0,0,20
2024-05-14,ARI,2024,CIN,20068.0,L,2.0,6.0,5,1,0,0,0,0,21
2024-05-15,ARI,2024,CIN,16826.0,W,2.0,1.0,5,2,0,0,0,0,22
2024-05-17,ARI,2024,DET,25122.0,L,0.0,13.0,5,4,1,0,0,0,23
2024-05-18,ARI,2024,DET,35826.0,L,3.0,8.0,5,5,1,0,0,0,24
2024-05-19,ARI,2024,DET,26991.0,W,6.0,4.0,5,6,1,0,0,0,25
2024-05-24,ARI,2024,MIA,22642.0,L,0.0,3.0,5,4,1,0,0,0,26
2024-05-25,ARI,2024,MIA,31966.0,W,3.0,2.0,5,5,1,0,0,0,27
2024-05-26,ARI,2024,MIA,25723.0,L,1.0,3.0,5,6,1,0,0,0,28
2024-06-03,ARI,2024,SFG,21551.0,W-wo,4.0,2.0,6,0,0,0,0,0,29
2024-06-04,ARI,2024,SFG,23548.0,W,8.0,5.0,6,1,0,0,0,0,30
2024-06-05,ARI,2024,SFG,24178.0,L,3.0,9.0,6,2,0,0,0,0,31
2024-06-11,ARI,2024,LAA,20972.0,W,9.0,4.0,6,1,0,0,0,0,32
2024-06-12,ARI,2024,LAA,19691.0,L,3.0,8.0,6,2,0,0,0,0,33
2024-06-13,ARI,2024,LAA,18185.0,W,11.0,1.0,6,3,0,0,0,0,34
2024-06-14,ARI,2024,CHW,23700.0,W,7.0,1.0,6,4,1,0,0,0,35
2024-06-15,ARI,2024,CHW,38494.0,L,2.0,9.0,6,5,1,0,0,0,36
2024-06-16,ARI,2024,CHW,37694.0,W,12.0,5.0,6,6,1,0,0,0,37
2024-06-25,ARI,2024,MIN,21485.0,W,5.0,4.0,6,1,0,0,0,0,38
2024-06-26,ARI,2024,MIN,16396.0,L,3.0,8.0,6,2,0,0,0,0,39
2024-06-27,ARI,2024,MIN,22671.0,L,6.0,13.0,6,3,0,0,0,0,40
2024-06-28,ARI,2024,OAK,25846.0,L,4.0,9.0,6,4,1,0,0,0,41
2024-06-29,ARI,2024,OAK,39843.0,W,3.0,0.0,6,5,1,0,0,0,42
2024-06-30,ARI,2024,OAK,26413.0,W,5.0,1.0,6,6,1,0,0,0,43
2024-07-08,ARI,2024,ATL,20594.0,L,4.0,5.0,7,0,0,0,0,0,44
2024-07-09,ARI,2024,ATL,21652.0,L,2.0,6.0,7,1,0,0,0,0,45
2024-07-10,ARI,2024,ATL,18020.0,W,7.0,5.0,7,2,0,0,0,0,46
2024-07-11,ARI,2024,ATL,27101.0,W,1.0,0.0,7,3,0,0,0,0,47
2024-07-12,ARI,2024,TOR,24441.0,W-wo,5.0,4.0,7,4,1,0,0,0,48
2024-07-13,ARI,2024,TOR,40121.0,W,12.0,1.0,7,5,1,0,0,0,49
2024-07-14,ARI,2024,TOR,24732.0,L,7.0,8.0,7,6,1,0,0,0,50
2024-07-26,ARI,2024,PIT,31255.0,W,4.0,3.0,7,4,1,0,0,0,51
2024-07-27,ARI,2024,PIT,35905.0,W,9.0,5.0,7,5,1,0,0,0,52
2024-07-28,ARI,2024,PIT,27162.0,L,5.0,6.0,7,6,1,0,0,0,53
2024-07-29,ARI,2024,WSN,18790.0,W-wo,9.0,8.0,7,0,0,0,0,0,54
2024-07-30,ARI,2024,WSN,19758.0,W,17.0,0.0,7,1,0,0,0,0,55
2024-07-31,ARI,2024,WSN,18294.0,W,5.0,4.0,7,2,0,0,0,0,56
2024-08-08,ARI,2024,PHI,25239.0,L,4.0,6.0,8,3,0,0,0,0,57
2024-08-09,ARI,2024,PHI,37952.0,W-wo,3.0,2.0,8,4,1,0,0,0,58
2024-08-10,ARI,2024,PHI,46183.0,W,11.0,1.0,8,5,1,0,0,0,59
2024-08-11,ARI,2024,PHI,29071.0,W,12.0,5.0,8,6,1,0,0,0,60
2024-08-12,ARI,2024,COL,15525.0,W,5.0,4.0,8,0,0,0,0,0,61
2024-08-13,ARI,2024,COL,19731.0,W-wo,4.0,3.0,8,1,0,0,0,0,62
2024-08-14,ARI,2024,COL,16464.0,W,11.0,4.0,8,2,0,0,0,0,63
2024-08-27,ARI,2024,NYM,22575.0,L,3.0,8.0,8,1,0,0,0,0,64
2024-08-28,ARI,2024,NYM,27059.0,W,8.0,5.0,8,2,0,0,0,0,65
2024-08-29,ARI,2024,NYM,18425.0,L,2.0,3.0,8,3,0,0,0,0,66
2024-08-30,ARI,2024,LAD,46606.0,L,9.0,10.0,8,4,1,0,0,0,67
2024-08-31,ARI,2024,LAD,50041.0,L,6.0,8.0,8,5,1,0,0,0,68
2024-09-01,ARI,2024,LAD,46278.0,W,14.0,3.0,9,6,1,0,0,1,69
2024-09-02,ARI,2024,LAD,43747.0,L,6.0,11.0,9,0,0,0,0,1,70
2024-09-10,ARI,2024,TEX,25499.0,W,6.0,0.0,9,1,0,0,0,1,71
2024-09-11,ARI,2024,TEX,20473.0,W,14.0,4.0,9,2,0,0,0,1,72
2024-09-13,ARI,2024,MIL,31033.0,L,1.0,2.0,9,4,1,0,0,1,73
2024-09-14,ARI,2024,MIL,44886.0,L,8.0,15.0,9,5,1,0,0,1,74
2024-09-15,ARI,2024,MIL,33708.0,W-wo,11.0,10.0,9,6,1,0,0,1,75
2024-09-23,ARI,2024,SFG,23359.0,L,3.0,6.0,9,0,0,0,0,1,76
2024-09-24,ARI,2024,SFG,22355.0,L,0.0,11.0,9,1,0,0,0,1,77
2024-09-25,ARI,2024,SFG,23767.0,W,8.0,2.0,9,2,0,0,0,1,78
2024-09-27,ARI,2024,SDP,43310.0,L,3.0,5.0,9,4,1,0,0,1,79
2024-09-28,ARI,2024,SDP,42915.0,L,0.0,5.0,9,5,1,0,0,1,80
2019-04-01,ATL,2019,CHC,41912.0,W,8.0,0.0,4,0,0,1,0,0,1
2019-04-03,ATL,2019,CHC,37398.0,W,6.0,4.0,4,2,0,0,0,0,2
2019-04-04,ATL,2019,CHC,33815.0,W,9.0,4.0,4,3,0,0,0,0,3
2019-04-05,ATL,2019,MIA,29218.0,W,4.0,0.0,4,4,1,0,0,0,4
2019-04-06,ATL,2019,MIA,35618.0,L,2.0,4.0,4,5,1,0,0,0,5
2019-04-07,ATL,2019,MIA,32551.0,W-wo,4.0,3.0,4,6,1,0,0,0,6
2019-04-11,ATL,2019,NYM,24015.0,L,3.0,6.0,4,3,0,0,0,0,7
2019-04-12,ATL,2019,NYM,33334.0,L,2.0,6.0,4,4,1,0,0,0,8
2019-04-13,ATL,2019,NYM,40117.0,W,11.0,7.0,4,5,1,0,0,0,9
2019-04-14,ATL,2019,NYM,23385.0,W,7.0,3.0,4,6,1,0,0,0,10
2019-04-16,ATL,2019,ARI,22407.0,L,6.0,9.0,4,1,0,0,0,0,11
2019-04-17,ATL,2019,ARI,22356.0,L,2.0,3.0,4,2,0,0,0,0,12
2019-04-18,ATL,2019,ARI,24193.0,L,1.0,4.0,4,3,0,0,0,0,13
2019-04-26,ATL,2019,COL,40282.0,L,4.0,8.0,4,4,1,0,0,0,14
2019-04-27,ATL,2019,COL,38243.0,L,5.0,9.0,4,5,1,0,0,0,15
2019-04-28,ATL,2019,COL,33919.0,W,8.0,7.0,4,6,1,0,0,0,16
2019-04-29,ATL,2019,SDP,19353.0,W,3.0,1.0,4,0,0,0,0,0,17
2019-04-30,ATL,2019,SDP,18626.0,L,3.0,4.0,4,1,0,0,0,0,18
2019-05-01,ATL,2019,SDP,20394.0,W,5.0,1.0,5,2,0,0,0,0,19
2019-05-02,ATL,2019,SDP,23746.0,L,2.0,11.0,5,3,0,0,0,0,20
2019-05-14,ATL,2019,STL,23718.0,L,3.0,14.0,5,1,0,0,0,0,21
2019-05-15,ATL,2019,STL,23367.0,W,4.0,0.0,5,2,0,0,0,0,22
2019-05-16,ATL,2019,STL,28783.0,W,10.0,2.0,5,3,0,0,0,0,23
2019-05-17,ATL,2019,MIL,36222.0,W,12.0,8.0,5,4,1,0,0,0,24
2019-05-18,ATL,2019,MIL,39121.0,W-wo,4.0,3.0,5,5,1,0,0,0,25
2019-05-19,ATL,2019,MIL,36548.0,L,2.0,3.0,5,6,1,0,0,0,26
2019-05-28,ATL,2019,WSN,27573.0,L,4.0,5.0,5,1,0,0,0,0,27
2019-05-29,ATL,2019,WSN,37726.0,L,4.0,14.0,5,2,0,0,0,0,28
2019-05-31,ATL,2019,DET,35524.0,L,2.0,8.0,5,4,1,0,0,0,29
2019-06-01,ATL,2019,DET,37108.0,W,10.0,5.0,6,5,1,0,0,0,30
2019-06-02,ATL,2019,DET,28978.0,W,7.0,4.0,6,6,1,0,0,0,31
2019-06-10,ATL,2019,PIT,21822.0,W,13.0,7.0,6,0,0,0,0,0,32
2019-06-11,ATL,2019,PIT,31305.0,W,7.0,5.0,6,1,0,0,0,0,33
2019-06-12,ATL,2019,PIT,24428.0,W-wo,8.0,7.0,6,2,0,0,0,0,34
2019-06-13,ATL,2019,PIT,35108.0,W,6.0,5.0,6,3,0,0,0,0,35
2019-06-14,ATL,2019,PHI,41975.0,W-wo,9.0,8.0,6,4,1,0,0,0,36
2019-06-15,ATL,2019,PHI,43593.0,L,5.0,6.0,6,5,1,0,0,0,37
2019-06-16,ATL,2019,PHI,40855.0,W,15.0,1.0,6,6,1,0,0,0,38
2019-06-17,ATL,2019,NYM,24660.0,W,12.0,3.0,6,0,0,0,0,0,39
2019-06-18,ATL,2019,NYM,24791.0,L,2.0,10.0,6,1,0,0,0,0,40
2019-06-19,ATL,2019,NYM,37104.0,W,7.0,2.0,6,2,0,0,0,0,41
2019-07-02,ATL,2019,PHI,40180.0,L,0.0,2.0,7,1,0,0,0,0,42
2019-07-03,ATL,2019,PHI,40147.0,W,9.0,2.0,7,2,0,0,0,0,43
2019-07-04,ATL,2019,PHI,40633.0,W,12.0,6.0,7,3,0,0,0,0,44
2019-07-05,ATL,2019,MIA,41102.0,W-wo,1.0,0.0,7,4,1,0,0,0,45
2019-07-06,ATL,2019,MIA,37216.0,L,4.0,5.0,7,5,1,0,0,0,46
2019-07-07,ATL,2019,MIA,30514.0,W,4.0,3.0,7,6,1,0,0,0,47
2019-07-18,ATL,2019,WSN,39363.0,L,4.0,13.0,7,3,0,0,0,0,48
2019-07-19,ATL,2019,WSN,39344.0,W-wo,4.0,3.0,7,4,1,0,0,0,49
2019-07-20,ATL,2019,WSN,42467.0,L,3.0,5.0,7,5,1,0,0,0,50
2019-07-21,ATL,2019,WSN,31848.0,W,7.0,1.0,7,6,1,0,0,0,51
2019-07-23,ATL,2019,KCR,36570.0,L,4.0,5.0,7,1,0,0,0,0,52
2019-07-24,ATL,2019,KCR,38865.0,L,0.0,2.0,7,2,0,0,0,0,53
2019-08-01,ATL,2019,CIN,28677.0,W,4.0,1.0,8,3,0,0,0,0,54
2019-08-02,ATL,2019,CIN,37743.0,L,2.0,5.0,8,4,1,0,0,0,55
2019-08-03,ATL,2019,CIN,42085.0,W-wo,5.0,4.0,8,5,1,0,0,0,56
2019-08-04,ATL,2019,CIN,33083.0,L,4.0,6.0,8,6,1,0,0,0,57
2019-08-13,ATL,2019,NYM,27627.0,W,5.0,3.0,8,1,0,0,0,0,58
2019-08-14,ATL,2019,NYM,23582.0,W,6.0,4.0,8,2,0,0,0,0,59
2019-08-15,ATL,2019,NYM,25424.0,L,8.0,10.0,8,3,0,0,0,0,60
2019-08-16,ATL,2019,LAD,41413.0,L,3.0,8.0,8,4,1,0,0,0,61
2019-08-17,ATL,2019,LAD,43619.0,W,4.0,3.0,8,5,1,0,0,0,62
2019-08-18,ATL,2019,LAD,37617.0,W,5.0,3.0,8,6,1,0,0,0,63
2019-08-20,ATL,2019,MIA,21271.0,W,5.0,1.0,8,1,0,0,0,0,64
2019-08-21,ATL,2019,MIA,23537.0,W,5.0,0.0,8,2,0,0,0,0,65
2019-08-22,ATL,2019,MIA,23967.0,W-wo,3.0,2.0,8,3,0,0,0,0,66
2019-08-30,ATL,2019,CHW,39097.0,W,10.0,7.0,8,4,1,0,0,0,67
2019-08-31,ATL,2019,CHW,36664.0,W,11.0,5.0,8,5,1,0,0,0,68
2019-09-01,ATL,2019,CHW,41397.0,W,5.0,3.0,9,6,1,0,0,1,69
2019-09-02,ATL,2019,TOR,28987.0,W,6.0,3.0,9,0,0,0,0,1,70
2019-09-03,ATL,2019,TOR,25427.0,W,7.0,2.0,9,1,0,0,0,1,71
2019-09-05,ATL,2019,WSN,28831.0,W,4.0,2.0,9,3,0,0,0,1,72
2019-09-06,ATL,2019,WSN,37181.0,W,4.0,3.0,9,4,1,0,0,1,73
2019-09-07,ATL,2019,WSN,40467.0,W,5.0,4.0,9,5,1,0,0,1,74
2019-09-08,ATL,2019,WSN,31789.0,L,4.0,9.0,9,6,1,0,0,1,75
2019-09-17,ATL,2019,PHI,28843.0,L,4.0,5.0,9,1,0,0,0,1,76
2019-09-18,ATL,2019,PHI,27937.0,L,1.0,4.0,9,2,0,0,0,1,77
2019-09-19,ATL,2019,PHI,33223.0,W,5.0,4.0,9,3,0,0,0,1,78
2019-09-20,ATL,2019,SFG,37419.0,W,6.0,0.0,9,4,1,0,0,1,79
2019-09-21,ATL,2019,SFG,40899.0,W,8.0,1.0,9,5,1,0,0,1,80
2019-09-22,ATL,2019,SFG,33674.0,L,1.0,4.0,9,6,1,0,0,1,81
2021-04-09,ATL,2021,PHI,14342.0,W,8.0,1.0,4,4,1,1,0,0,1
2021-04-10,ATL,2021,PHI,14394.0,W,5.0,4.0,4,5,1,0,0,0,2
2021-04-11,ATL,2021,PHI,14221.0,L,6.0,7.0,4,6,1,0,0,0,3
2021-04-12,ATL,2021,MIA,11830.0,L,3.0,5.0,4,0,0,0,0,0,4
2021-04-13,ATL,2021,MIA,12036.0,L,8.0,14.0,4,1,0,0,0,0,5
2021-04-14,ATL,2021,MIA,12480.0,L,5.0,6.0,4,2,0,0,0,0,6
2021-04-15,ATL,2021,MIA,11739.0,W-wo,7.0,6.0,4,3,0,0,0,0,7
2021-04-23,ATL,2021,ARI,19258.0,W,5.0,4.0,4,4,1,0,0,0,8
2021-04-25,ATL,2021,ARI,20693.0,L,0.0,7.0,4,6,1,0,0,0,9
2021-04-26,ATL,2021,CHC,17956.0,W,8.0,7.0,4,0,0,0,0,0,10
2021-04-27,ATL,2021,CHC,17603.0,W,5.0,0.0,4,1,0,0,0,0,11
2021-04-28,ATL,2021,CHC,18709.0,W,10.0,0.0,4,2,0,0,0,0,12
2021-04-29,ATL,2021,CHC,19661.0,L,3.0,9.0,4,3,0,0,0,0,13
2021-05-07,ATL,2021,PHI,38952.0,L,2.0,12.0,5,4,1,0,0,0,14
2021-05-08,ATL,2021,PHI,39852.0,W-wo,8.0,7.0,5,5,1,0,0,0,15
2021-05-09,ATL,2021,PHI,28829.0,W,6.0,1.0,5,6,1,0,0,0,16
2021-05-11,ATL,2021,TOR,21688.0,L,3.0,5.0,5,1,0,0,0,0,17
2021-05-12,ATL,2021,TOR,21171.0,L,1.0,4.0,5,2,0,0,0,0,18
2021-05-13,ATL,2021,TOR,21653.0,L,4.0,8.0,5,3,0,0,0,0,19
2021-05-17,ATL,2021,NYM,22691.0,L,1.0,3.0,5,0,0,0,0,0,20
2021-05-18,ATL,2021,NYM,21667.0,L,3.0,4.0,5,1,0,0,0,0,21
2021-05-19,ATL,2021,NYM,22619.0,W-wo,5.0,4.0,5,2,0,0,0,0,22
2021-05-20,ATL,2021,PIT,21430.0,L,4.0,6.0,5,3,0,0,0,0,23
2021-05-21,ATL,2021,PIT,37545.0,W,20.0,1.0,5,4,1,0,0,0,24
2021-05-22,ATL,2021,PIT,40068.0,W,6.0,1.0,5,5,1,0,0,0,25
2021-05-23,ATL,2021,PIT,39874.0,W,7.0,1.0,5,6,1,0,0,0,26
2021-05-31,ATL,2021,WSN,37668.0,W,5.0,3.0,5,0,0,0,0,0,27
2021-06-01,ATL,2021,WSN,24083.0,L,6.0,11.0,6,1,0,0,0,0,28
2021-06-02,ATL,2021,WSN,32752.0,L,3.0,5.0,6,2,0,0,0,0,29
2021-06-03,ATL,2021,WSN,25595.0,W,5.0,1.0,6,3,0,0,0,0,30
2021-06-04,ATL,2021,LAD,40514.0,L,5.0,9.0,6,4,1,0,0,0,31
2021-06-05,ATL,2021,LAD,41136.0,W,6.0,4.0,6,5,1,0,0,0,32
2021-06-06,ATL,2021,LAD,39439.0,W,4.0,2.0,6,6,1,0,0,0,33
2021-06-15,ATL,2021,BOS,36638.0,L,8.0,10.0,6,1,0,0,0,0,34
2021-06-16,ATL,2021,BOS,39847.0,L,8.0,10.0,6,2,0,0,0,0,35
2021-06-17,ATL,2021,STL,33412.0,W,4.0,0.0,6,3,0,0,0,0,36
2021-06-18,ATL,2021,STL,40377.0,W,9.0,1.0,6,4,1,0,0,0,37
2021-06-20,ATL,2021,STL,33781.0,L,1.0,9.0,6,6,1,0,0,0,38
2021-06-20,ATL,2021,STL,36977.0,W,1.0,0.0,6,6,1,0,0,0,39
2021-06-29,ATL,2021,NYM,29274.0,L,3.0,4.0,6,1,0,0,0,0,40
2021-06-30,ATL,2021,NYM,28405.0,W,20.0,2.0,6,2,0,0,0,0,41
2021-07-01,ATL,2021,NYM,35777.0,W-wo,4.0,3.0,7,3,0,0,0,0,42
2021-07-02,ATL,2021,MIA,38203.0,W,1.0,0.0,7,4,1,0,0,0,43
2021-07-03,ATL,2021,MIA,38526.0,L,2.0,3.0,7,5,1,0,0,0,44
2021-07-04,ATL,2021,MIA,34485.0,W-wo,8.0,7.0,7,6,1,0,0,0,45
2021-07-16,ATL,2021,TBR,40485.0,L,6.0,7.0,7,4,1,0,0,0,46
2021-07-17,ATL,2021,TBR,40868.0,W,9.0,0.0,7,5,1,0,0,0,47
2021-07-18,ATL,2021,TBR,34544.0,L,5.0,7.0,7,6,1,0,0,0,48
2021-07-20,ATL,2021,SDP,36621.0,W,2.0,1.0,7,1,0,0,0,0,49
2021-07-21,ATL,2021,SDP,28621.0,L,2.0,3.0,7,2,0,0,0,0,50
2021-07-30,ATL,2021,MIL,38680.0,L,5.0,9.0,7,4,1,0,0,0,51
2021-07-31,ATL,2021,MIL,39088.0,W,8.0,1.0,7,5,1,0,0,0,52
2021-08-01,ATL,2021,MIL,33469.0,L,1.0,2.0,8,6,1,0,0,0,53
2021-08-06,ATL,2021,WSN,34454.0,W,8.0,4.0,8,4,1,0,0,0,54
2021-08-07,ATL,2021,WSN,38300.0,L,2.0,3.0,8,5,1,0,0,0,55
2021-08-08,ATL,2021,WSN,29101.0,W,5.0,4.0,8,6,1,0,0,0,56
2021-08-10,ATL,2021,CIN,24432.0,W,3.0,2.0,8,1,0,0,0,0,57
2021-08-11,ATL,2021,CIN,23375.0,W-wo,8.0,6.0,8,2,0,0,0,0,58
2021-08-12,ATL,2021,CIN,23395.0,L,3.0,12.0,8,3,0,0,0,0,59
2021-08-23,ATL,2021,NYY,39176.0,L,1.0,5.0,8,0,0,0,0,0,60
2021-08-24,ATL,2021,NYY,37426.0,L,4.0,5.0,8,1,0,0,0,0,61
2021-08-27,ATL,2021,SFG,35586.0,W,6.0,5.0,8,4,1,0,0,0,62
2021-08-28,ATL,2021,SFG,39558.0,L,0.0,5.0,8,5,1,0,0,0,63
2021-08-29,ATL,2021,SFG,28820.0,W,9.0,0.0,8,6,1,0,0,0,64
2021-09-07,ATL,2021,WSN,20544.0,W,8.0,5.0,9,1,0,0,0,1,65
2021-09-08,ATL,2021,WSN,20074.0,L,2.0,4.0,9,2,0,0,0,1,66
2021-09-09,ATL,2021,WSN,23657.0,W-wo,7.0,6.0,9,3,0,0,0,1,67
2021-09-10,ATL,2021,MIA,33850.0,W,6.0,2.0,9,4,1,0,0,1,68
2021-09-11,ATL,2021,MIA,35250.0,L,4.0,6.0,9,5,1,0,0,1,69
2021-09-12,ATL,2021,MIA,27847.0,W,5.0,3.0,9,6,1,0,0,1,70
2021-09-14,ATL,2021,COL,22579.0,L,4.0,5.0,9,1,0,0,0,1,71
2021-09-15,ATL,2021,COL,21382.0,L,2.0,3.0,9,2,0,0,0,1,72
2021-09-28,ATL,2021,PHI,29238.0,W,2.0,1.0,9,1,0,0,0,1,73
2021-09-29,ATL,2021,PHI,27664.0,W,7.0,2.0,9,2,0,0,0,1,74
2021-09-30,ATL,2021,PHI,38235.0,W,5.0,3.0,9,3,0,0,0,1,75
2021-10-01,ATL,2021,NYM,32659.0,L,3.0,4.0,10,4,1,0,0,1,76
2021-10-02,ATL,2021,NYM,37616.0,W,6.0,5.0,10,5,1,0,0,1,77
2022-04-07,ATL,2022,CIN,40545.0,L,3.0,6.0,4,3,0,1,0,0,1
2022-04-08,ATL,2022,CIN,40234.0,W,7.0,6.0,4,4,1,0,0,0,2
2022-04-09,ATL,2022,CIN,40310.0,W,2.0,1.0,4,5,1,0,0,0,3
2022-04-10,ATL,2022,CIN,38233.0,L,3.0,6.0,4,6,1,0,0,0,4
2022-04-11,ATL,2022,WSN,42263.0,L,2.0,11.0,4,0,0,0,0,0,5
2022-04-12,ATL,2022,WSN,31462.0,W,16.0,4.0,4,1,0,0,0,0,6
2022-04-13,ATL,2022,WSN,31959.0,L,1.0,3.0,4,2,0,0,0,0,7
2022-04-22,ATL,2022,MIA,40402.0,W,3.0,0.0,4,4,1,0,0,0,8
2022-04-23,ATL,2022,MIA,41931.0,L,7.0,9.0,4,5,1,0,0,0,9
2022-04-24,ATL,2022,MIA,38440.0,L,4.0,5.0,4,6,1,0,0,0,10
2022-04-26,ATL,2022,CHC,31990.0,W,3.0,1.0,4,1,0,0,0,0,11
2022-04-27,ATL,2022,CHC,30362.0,L,3.0,6.0,4,2,0,0,0,0,12
2022-04-28,ATL,2022,CHC,34183.0,W,5.0,1.0,4,3,0,0,0,0,13
2022-05-06,ATL,2022,MIL,36307.0,L,3.0,6.0,5,4,1,0,0,0,14
2022-05-07,ATL,2022,MIL,37857.0,W,3.0,2.0,5,5,1,0,0,0,15
2022-05-08,ATL,2022,MIL,36551.0,W,9.0,2.0,5,6,1,0,0,0,16
2022-05-10,ATL,2022,BOS,38378.0,L,4.0,9.0,5,1,0,0,0,0,17
2022-05-11,ATL,2022,BOS,37200.0,W-wo,5.0,3.0,5,2,0,0,0,0,18
2022-05-13,ATL,2022,SDP,40635.0,L,6.0,11.0,5,4,1,0,0,0,19
2022-05-14,ATL,2022,SDP,40490.0,W,6.0,5.0,5,5,1,0,0,0,20
2022-05-15,ATL,2022,SDP,40114.0,L,3.0,7.0,5,6,1,0,0,0,21
2022-05-23,ATL,2022,PHI,41762.0,L,3.0,7.0,5,0,0,0,0,0,22
2022-05-24,ATL,2022,PHI,32274.0,W-wo,6.0,5.0,5,1,0,0,0,0,23
2022-05-25,ATL,2022,PHI,29339.0,W,8.0,4.0,5,2,0,0,0,0,24
2022-05-26,ATL,2022,PHI,33188.0,L,1.0,4.0,5,3,0,0,0,0,25
2022-05-27,ATL,2022,MIA,40064.0,W,6.0,4.0,5,4,1,0,0,0,26
2022-05-28,ATL,2022,MIA,40682.0,L,1.0,4.0,5,5,1,0,0,0,27
2022-05-29,ATL,2022,MIA,39669.0,W,6.0,3.0,5,6,1,0,0,0,28
2022-06-07,ATL,2022,OAK,33981.0,W,3.0,2.0,6,1,0,0,0,0,29
2022-06-08,ATL,2022,OAK,42075.0,W,13.0,2.0,6,2,0,0,0,0,30
2022-06-09,ATL,2022,PIT,39336.0,W,3.0,1.0,6,3,0,0,0,0,31
2022-06-10,ATL,2022,PIT,41404.0,W,4.0,2.0,6,4,1,0,0,0,32
