date,team,season,opponent,attendance,result,runs_scored,runs_allowed,month,day_of_week,is_weekend,is_opening_day,is_rival,is_playoff_race,game_number
2024-07-21,LAD,2024,BOS,50824.0,W,9.0,6.0,7,6,1,0,0,0,50
2024-07-22,LAD,2024,SFG,49576.0,W,3.0,2.0,7,0,0,0,1,0,51
2024-07-23,LAD,2024,SFG,52627.0,W,5.0,2.0,7,1,0,0,1,0,52
2024-07-24,LAD,2024,SFG,54070.0,L,3.0,8.0,7,2,0,0,1,0,53
2024-07-25,LAD,2024,SFG,52291.0,W,6.0,4.0,7,3,0,0,1,0,54
2024-08-05,LAD,2024,PHI,48178.0,W,5.0,3.0,8,0,0,0,0,0,55
2024-08-06,LAD,2024,PHI,47150.0,L,2.0,6.0,8,1,0,0,0,0,56
2024-08-07,LAD,2024,PHI,45003.0,L,4.0,9.0,8,2,0,0,0,0,57
2024-08-09,LAD,2024,PIT,48664.0,W,9.0,5.0,8,4,1,0,0,0,58
2024-08-10,LAD,2024,PIT,50697.0,W,4.0,1.0,8,5,1,0,0,0,59
2024-08-11,LAD,2024,PIT,50389.0,W-wo,6.0,5.0,8,6,1,0,0,0,60
2024-08-19,LAD,2024,SEA,51348.0,W,3.0,0.0,8,0,0,0,0,0,61
2024-08-20,LAD,2024,SEA,48395.0,W,6.0,3.0,8,1,0,0,0,0,62
2024-08-21,LAD,2024,SEA,45295.0,W,8.0,4.0,8,2,0,0,0,0,63
2024-08-23,LAD,2024,TBR,45556.0,W-wo,7.0,3.0,8,4,1,0,0,0,64
2024-08-24,LAD,2024,TBR,48488.0,L,8.0,9.0,8,5,1,0,0,0,65
2024-08-25,LAD,2024,TBR,52464.0,W,3.0,1.0,8,6,1,0,0,0,66
2024-08-27,LAD,2024,BAL,52382.0,L,2.0,3.0,8,1,0,0,0,0,67
2024-08-28,LAD,2024,BAL,53290.0,W,6.0,4.0,8,2,0,0,0,0,68
2024-08-29,LAD,2024,BAL,53203.0,W,6.0,3.0,8,3,0,0,0,0,69
2024-09-06,LAD,2024,CLE,45318.0,L,1.0,3.0,9,4,1,0,0,1,70
2024-09-07,LAD,2024,CLE,48690.0,W,7.0,2.0,9,5,1,0,0,1,71
2024-09-08,LAD,2024,CLE,44207.0,W,4.0,0.0,9,6,1,0,0,1,72
2024-09-09,LAD,2024,CHC,50495.0,L,4.0,10.0,9,0,0,0,0,1,73
2024-09-10,LAD,2024,CHC,51923.0,L,3.0,6.0,9,1,0,0,0,1,74
2024-09-11,LAD,2024,CHC,48691.0,W,10.0,8.0,9,2,0,0,0,1,75
2024-09-20,LAD,2024,COL,49073.0,W,6.0,4.0,9,4,1,0,0,1,76
2024-09-21,LAD,2024,COL,52267.0,L,3.0,6.0,9,5,1,0,0,1,77
2024-09-22,LAD,2024,COL,50730.0,W-wo,6.0,5.0,9,6,1,0,0,1,78
2024-09-24,LAD,2024,SDP,50369.0,L,2.0,4.0,9,1,0,0,1,1,79
2024-09-25,LAD,2024,SDP,52310.0,W,4.0,3.0,9,2,0,0,1,1,80
2024-09-26,LAD,2024,SDP,52433.0,W,7.0,2.0,9,3,0,0,1,1,81
2019-03-28,MIA,2019,COL,25423.0,L,3.0,6.0,3,3,0,1,0,0,1
2019-03-29,MIA,2019,COL,6503.0,L,1.0,6.0,3,4,1,0,0,0,2
2019-03-30,MIA,2019,COL,7642.0,W,7.0,3.0,3,5,1,0,0,0,3
2019-03-31,MIA,2019,COL,7559.0,W,3.0,0.0,3,6,1,0,0,0,4
2019-04-01,MIA,2019,NYM,6489.0,L,3.0,7.0,4,0,0,0,0,0,5
2019-04-02,MIA,2019,NYM,5934.0,L,5.0,6.0,4,1,0,0,0,0,6
2019-04-03,MIA,2019,NYM,7486.0,L,4.0,6.0,4,2,0,0,0,0,7
2019-04-12,MIA,2019,PHI,9322.0,L,1.0,9.0,4,4,1,0,0,0,8
2019-04-13,MIA,2019,PHI,13828.0,W,10.0,3.0,4,5,1,0,0,0,9
2019-04-14,MIA,2019,PHI,15238.0,L,1.0,3.0,4,6,1,0,0,0,10
2019-04-15,MIA,2019,CHC,9888.0,L,2.0,7.0,4,0,0,0,0,0,11
2019-04-16,MIA,2019,CHC,8137.0,L,0.0,4.0,4,1,0,0,0,0,12
2019-04-17,MIA,2019,CHC,10247.0,L,0.0,6.0,4,2,0,0,0,0,13
2019-04-19,MIA,2019,WSN,8199.0,W,3.0,2.0,4,4,1,0,0,0,14
2019-04-20,MIA,2019,WSN,9910.0,W,9.0,3.0,4,5,1,0,0,0,15
2019-04-21,MIA,2019,WSN,7412.0,L,0.0,5.0,4,6,1,0,0,0,16
2019-04-30,MIA,2019,CLE,7247.0,L,4.0,7.0,4,1,0,0,0,0,17
2019-05-01,MIA,2019,CLE,7262.0,W,4.0,2.0,5,2,0,0,0,0,18
2019-05-03,MIA,2019,ATL,7198.0,L,2.0,7.0,5,4,1,0,0,0,19
2019-05-04,MIA,2019,ATL,10229.0,L,2.0,9.0,5,5,1,0,0,0,20
2019-05-05,MIA,2019,ATL,11885.0,L,1.0,3.0,5,6,1,0,0,0,21
2019-05-14,MIA,2019,TBR,6306.0,L,0.0,4.0,5,1,0,0,0,0,22
2019-05-15,MIA,2019,TBR,5947.0,L,0.0,1.0,5,2,0,0,0,0,23
2019-05-17,MIA,2019,NYM,9870.0,W,8.0,6.0,5,4,1,0,0,0,24
2019-05-18,MIA,2019,NYM,13474.0,W,2.0,0.0,5,5,1,0,0,0,25
2019-05-19,MIA,2019,NYM,15983.0,W,3.0,0.0,5,6,1,0,0,0,26
2019-05-28,MIA,2019,SFG,6407.0,W,11.0,3.0,5,1,0,0,0,0,27
2019-05-29,MIA,2019,SFG,6487.0,W,4.0,2.0,5,2,0,0,0,0,28
2019-05-30,MIA,2019,SFG,7371.0,L,1.0,3.0,5,3,0,0,0,0,29
2019-06-07,MIA,2019,ATL,8589.0,L,1.0,7.0,6,4,1,0,0,0,30
2019-06-08,MIA,2019,ATL,9771.0,L,0.0,1.0,6,5,1,0,0,0,31
2019-06-09,MIA,2019,ATL,10959.0,L,6.0,7.0,6,6,1,0,0,0,32
2019-06-10,MIA,2019,STL,6585.0,L,1.0,4.0,6,0,0,0,0,0,33
2019-06-11,MIA,2019,STL,6308.0,L,1.0,7.0,6,1,0,0,0,0,34
2019-06-12,MIA,2019,STL,7001.0,W,9.0,0.0,6,2,0,0,0,0,35
2019-06-14,MIA,2019,PIT,8340.0,L,0.0,11.0,6,4,1,0,0,0,36
2019-06-15,MIA,2019,PIT,11464.0,W,4.0,3.0,6,5,1,0,0,0,37
2019-06-16,MIA,2019,PIT,12472.0,L,4.0,5.0,6,6,1,0,0,0,38
2019-06-25,MIA,2019,WSN,7327.0,L,1.0,6.0,6,1,0,0,0,0,39
2019-06-26,MIA,2019,WSN,6276.0,L,5.0,7.0,6,2,0,0,0,0,40
2019-06-27,MIA,2019,WSN,7751.0,L,5.0,8.0,6,3,0,0,0,0,41
2019-06-28,MIA,2019,PHI,9469.0,W,6.0,2.0,6,4,1,0,0,0,42
2019-06-29,MIA,2019,PHI,14774.0,W,9.0,6.0,6,5,1,0,0,0,43
2019-06-30,MIA,2019,PHI,11742.0,L,6.0,13.0,6,6,1,0,0,0,44
2019-07-12,MIA,2019,NYM,11856.0,W,8.0,4.0,7,4,1,0,0,0,45
2019-07-13,MIA,2019,NYM,12963.0,L,2.0,4.0,7,5,1,0,0,0,46
2019-07-14,MIA,2019,NYM,14780.0,L,2.0,6.0,7,6,1,0,0,0,47
2019-07-16,MIA,2019,SDP,8151.0,W,12.0,7.0,7,1,0,0,0,0,48
2019-07-17,MIA,2019,SDP,7818.0,L,2.0,3.0,7,2,0,0,0,0,49
2019-07-18,MIA,2019,SDP,21149.0,W-wo,4.0,3.0,7,3,0,0,0,0,50
2019-07-26,MIA,2019,ARI,8867.0,W-wo,3.0,2.0,7,4,1,0,0,0,51
2019-07-27,MIA,2019,ARI,13047.0,L,2.0,9.0,7,5,1,0,0,0,52
2019-07-28,MIA,2019,ARI,11538.0,W,5.0,1.0,7,6,1,0,0,0,53
2019-07-29,MIA,2019,ARI,7048.0,W,11.0,6.0,7,0,0,0,0,0,54
2019-07-30,MIA,2019,MIN,8064.0,L,1.0,2.0,7,1,0,0,0,0,55
2019-07-31,MIA,2019,MIN,8567.0,L,4.0,7.0,7,2,0,0,0,0,56
2019-08-01,MIA,2019,MIN,10390.0,W-wo,5.0,4.0,8,3,0,0,0,0,57
2019-08-08,MIA,2019,ATL,8948.0,W,9.0,2.0,8,3,0,0,0,0,58
2019-08-09,MIA,2019,ATL,8057.0,L,4.0,8.0,8,4,1,0,0,0,59
2019-08-10,MIA,2019,ATL,29720.0,W-wo,7.0,6.0,8,5,1,0,0,0,60
2019-08-11,MIA,2019,ATL,12338.0,L,4.0,5.0,8,6,1,0,0,0,61
2019-08-13,MIA,2019,LAD,8729.0,L,1.0,15.0,8,1,0,0,0,0,62
2019-08-14,MIA,2019,LAD,8810.0,L,1.0,9.0,8,2,0,0,0,0,63
2019-08-15,MIA,2019,LAD,8471.0,W,13.0,7.0,8,3,0,0,0,0,64
2019-08-23,MIA,2019,PHI,9065.0,W,19.0,11.0,8,4,1,0,0,0,65
2019-08-24,MIA,2019,PHI,12981.0,L,3.0,9.0,8,5,1,0,0,0,66
2019-08-25,MIA,2019,PHI,9286.0,W,3.0,2.0,8,6,1,0,0,0,67
2019-08-26,MIA,2019,CIN,5297.0,L,3.0,6.0,8,0,0,0,0,0,68
2019-08-27,MIA,2019,CIN,6169.0,L,5.0,8.0,8,1,0,0,0,0,69
2019-08-28,MIA,2019,CIN,6409.0,L,0.0,5.0,8,2,0,0,0,0,70
2019-08-29,MIA,2019,CIN,6466.0,W-wo,4.0,3.0,8,3,0,0,0,0,71
2019-09-06,MIA,2019,KCR,8915.0,L,0.0,3.0,9,4,1,0,0,1,72
2019-09-07,MIA,2019,KCR,13112.0,L,2.0,7.0,9,5,1,0,0,1,73
2019-09-08,MIA,2019,KCR,10934.0,W,9.0,0.0,9,6,1,0,0,1,74
2019-09-09,MIA,2019,MIL,6672.0,L,3.0,8.0,9,0,0,0,0,1,75
2019-09-10,MIA,2019,MIL,7215.0,L,3.0,4.0,9,1,0,0,0,1,76
2019-09-11,MIA,2019,MIL,7815.0,L,5.0,7.0,9,2,0,0,0,1,77
2019-09-12,MIA,2019,MIL,7375.0,L,2.0,3.0,9,3,0,0,0,1,78
2019-09-20,MIA,2019,WSN,12775.0,L,4.0,6.0,9,4,1,0,0,1,79
2019-09-21,MIA,2019,WSN,18085.0,L,4.0,10.0,9,5,1,0,0,1,80
2019-09-22,MIA,2019,WSN,19709.0,W,5.0,3.0,9,6,1,0,0,1,81
2021-04-01,MIA,2021,TBR,7062.0,L,0.0,1.0,4,3,0,1,0,0,1
2021-04-02,MIA,2021,TBR,6115.0,L,4.0,6.0,4,4,1,0,0,0,2
2021-04-03,MIA,2021,TBR,6179.0,W,12.0,7.0,4,5,1,0,0,0,3
2021-04-05,MIA,2021,STL,4605.0,L,1.0,4.0,4,0,0,0,0,0,4
2021-04-06,MIA,2021,STL,4982.0,L,2.0,4.0,4,1,0,0,0,0,5
2021-04-07,MIA,2021,STL,5244.0,L,0.0,7.0,4,2,0,0,0,0,6
2021-04-16,MIA,2021,SFG,5734.0,W,4.0,1.0,4,4,1,0,0,0,7
2021-04-17,MIA,2021,SFG,6014.0,W-wo,7.0,6.0,4,5,1,0,0,0,8
2021-04-18,MIA,2021,SFG,6129.0,L,0.0,1.0,4,6,1,0,0,0,9
2021-04-20,MIA,2021,BAL,4540.0,L,5.0,7.0,4,1,0,0,0,0,10
2021-04-21,MIA,2021,BAL,4028.0,W,3.0,0.0,4,2,0,0,0,0,11
2021-05-04,MIA,2021,ARI,3898.0,W,9.0,3.0,5,1,0,0,0,0,12
2021-05-05,MIA,2021,ARI,3573.0,W,8.0,0.0,5,2,0,0,0,0,13
2021-05-06,MIA,2021,ARI,4049.0,W,3.0,1.0,5,3,0,0,0,0,14
2021-05-07,MIA,2021,MIL,5507.0,W,6.0,1.0,5,4,1,0,0,0,15
2021-05-08,MIA,2021,MIL,5764.0,L,2.0,6.0,5,5,1,0,0,0,16
2021-05-09,MIA,2021,MIL,5105.0,L,1.0,2.0,5,6,1,0,0,0,17
2021-05-21,MIA,2021,NYM,7282.0,L,5.0,6.0,5,4,1,0,0,0,18
2021-05-22,MIA,2021,NYM,7513.0,W-wo,3.0,1.0,5,5,1,0,0,0,19
2021-05-23,MIA,2021,NYM,7945.0,W,5.0,1.0,5,6,1,0,0,0,20
2021-05-24,MIA,2021,PHI,4527.0,W,9.0,6.0,5,0,0,0,0,0,21
2021-05-25,MIA,2021,PHI,4864.0,L,0.0,2.0,5,1,0,0,0,0,22
2021-05-26,MIA,2021,PHI,4760.0,W,4.0,2.0,5,2,0,0,0,0,23
2021-05-27,MIA,2021,PHI,4932.0,L,2.0,3.0,5,3,0,0,0,0,24
2021-06-08,MIA,2021,COL,4863.0,W,6.0,2.0,6,1,0,0,0,0,25
2021-06-09,MIA,2021,COL,4563.0,L,3.0,4.0,6,2,0,0,0,0,26
2021-06-10,MIA,2021,COL,4965.0,W,11.0,4.0,6,3,0,0,0,0,27
2021-06-11,MIA,2021,ATL,6595.0,W,4.0,3.0,6,4,1,0,0,0,28
2021-06-12,MIA,2021,ATL,8158.0,W,4.0,2.0,6,5,1,0,0,0,29
2021-06-13,MIA,2021,ATL,8448.0,L,4.0,6.0,6,6,1,0,0,0,30
2021-06-22,MIA,2021,TOR,6291.0,L,1.0,2.0,6,1,0,0,0,0,31
2021-06-23,MIA,2021,TOR,6164.0,L,1.0,3.0,6,2,0,0,0,0,32
2021-06-24,MIA,2021,WSN,5255.0,L,3.0,7.0,6,3,0,0,0,0,33
2021-06-25,MIA,2021,WSN,4749.0,W,11.0,2.0,6,4,1,0,0,0,34
2021-06-26,MIA,2021,WSN,6305.0,W,3.0,2.0,6,5,1,0,0,0,35
2021-06-27,MIA,2021,WSN,7349.0,L,1.0,5.0,6,6,1,0,0,0,36
2021-07-05,MIA,2021,LAD,15290.0,W,5.0,4.0,7,0,0,0,0,0,37
2021-07-06,MIA,2021,LAD,7993.0,W-wo,2.0,1.0,7,1,0,0,0,0,38
2021-07-07,MIA,2021,LAD,9523.0,W-wo,9.0,6.0,7,2,0,0,0,0,39
2021-07-08,MIA,2021,LAD,12031.0,L,1.0,6.0,7,3,0,0,0,0,40
2021-07-09,MIA,2021,ATL,7446.0,L,0.0,5.0,7,4,1,0,0,0,41
2021-07-10,MIA,2021,ATL,12178.0,L,4.0,5.0,7,5,1,0,0,0,42
2021-07-11,MIA,2021,ATL,9456.0,W,7.0,4.0,7,6,1,0,0,0,43
2021-07-22,MIA,2021,SDP,10977.0,L,2.0,3.0,7,3,0,0,0,0,44
2021-07-23,MIA,2021,SDP,9264.0,L,2.0,5.0,7,4,1,0,0,0,45
2021-07-24,MIA,2021,SDP,13207.0,W,3.0,2.0,7,5,1,0,0,0,46
2021-07-25,MIA,2021,SDP,12765.0,W,9.0,3.0,7,6,1,0,0,0,47
2021-07-30,MIA,2021,NYY,18462.0,L,1.0,3.0,7,4,1,0,0,0,48
2021-07-31,MIA,2021,NYY,25767.0,L,2.0,4.0,7,5,1,0,0,0,49
2021-08-01,MIA,2021,NYY,20758.0,L,1.0,3.0,8,6,1,0,0,0,50
2021-08-02,MIA,2021,NYM,8771.0,W,6.0,3.0,8,0,0,0,0,0,51
2021-08-03,MIA,2021,NYM,7682.0,W,5.0,4.0,8,1,0,0,0,0,52
2021-08-04,MIA,2021,NYM,9760.0,L,3.0,5.0,8,2,0,0,0,0,53
2021-08-05,MIA,2021,NYM,9745.0,W,4.0,2.0,8,3,0,0,0,0,54
2021-08-13,MIA,2021,CHC,11728.0,W,14.0,10.0,8,4,1,0,0,0,55
2021-08-14,MIA,2021,CHC,11225.0,W,5.0,4.0,8,5,1,0,0,0,56
2021-08-15,MIA,2021,CHC,10262.0,W,4.0,1.0,8,6,1,0,0,0,57
2021-08-16,MIA,2021,ATL,6442.0,L,2.0,12.0,8,0,0,0,0,0,58
2021-08-17,MIA,2021,ATL,6079.0,L,0.0,2.0,8,1,0,0,0,0,59
2021-08-18,MIA,2021,ATL,6871.0,L,9.0,11.0,8,2,0,0,0,0,60
2021-08-24,MIA,2021,WSN,5394.0,L,1.0,5.0,8,1,0,0,0,0,61
2021-08-25,MIA,2021,WSN,6237.0,W-wo,4.0,3.0,8,2,0,0,0,0,62
2021-08-26,MIA,2021,WSN,5447.0,W,7.0,5.0,8,3,0,0,0,0,63
2021-08-27,MIA,2021,CIN,7119.0,L,0.0,6.0,8,4,1,0,0,0,64
2021-08-28,MIA,2021,CIN,10407.0,W,6.0,1.0,8,5,1,0,0,0,65
2021-08-29,MIA,2021,CIN,11019.0,W,2.0,1.0,8,6,1,0,0,0,66
2021-09-03,MIA,2021,PHI,7073.0,W,10.0,3.0,9,4,1,0,0,1,67
2021-09-04,MIA,2021,PHI,9256.0,W,3.0,2.0,9,5,1,0,0,1,68
2021-09-05,MIA,2021,PHI,8082.0,L,3.0,4.0,9,6,1,0,0,1,69
2021-09-07,MIA,2021,NYM,5848.0,L,4.0,9.0,9,1,0,0,0,1,70
2021-09-08,MIA,2021,NYM,6378.0,W-wo,2.0,1.0,9,2,0,0,0,1,71
2021-09-09,MIA,2021,NYM,8075.0,W,3.0,2.0,9,3,0,0,0,1,72
2021-09-17,MIA,2021,PIT,7884.0,L,1.0,2.0,9,4,1,0,0,1,73
2021-09-18,MIA,2021,PIT,12300.0,L,3.0,6.0,9,5,1,0,0,1,74
2021-09-19,MIA,2021,PIT,9870.0,W-wo,6.0,5.0,9,6,1,0,0,1,75
2021-09-20,MIA,2021,WSN,5383.0,W-wo,8.0,7.0,9,0,0,0,0,1,76
2021-09-21,MIA,2021,WSN,5926.0,L,1.0,7.0,9,1,0,0,0,1,77
2021-09-22,MIA,2021,WSN,5908.0,L,5.0,7.0,9,2,0,0,0,1,78
2021-10-01,MIA,2021,PHI,8469.0,L,0.0,5.0,10,4,1,0,0,1,79
2021-10-02,MIA,2021,PHI,9655.0,W,3.0,1.0,10,5,1,0,0,1,80
2022-04-14,MIA,2022,PHI,31184.0,W,4.0,3.0,4,3,0,1,0,0,1
2022-04-15,MIA,2022,PHI,11990.0,W,7.0,1.0,4,4,1,0,0,0,2
2022-04-16,MIA,2022,PHI,13412.0,L,3.0,10.0,4,5,1,0,0,0,3
2022-04-17,MIA,2022,PHI,11476.0,W,11.0,3.0,4,6,1,0,0,0,4
2022-04-19,MIA,2022,STL,8475.0,L,1.0,5.0,4,1,0,0,0,0,5
2022-04-20,MIA,2022,STL,8655.0,L,0.0,2.0,4,2,0,0,0,0,6
2022-04-21,MIA,2022,STL,9670.0,W,5.0,0.0,4,3,0,0,0,0,7
2022-04-29,MIA,2022,SEA,9963.0,W,8.0,6.0,4,4,1,0,0,0,8
2022-04-30,MIA,2022,SEA,29010.0,W,3.0,1.0,4,5,1,0,0,0,9
2022-05-01,MIA,2022,SEA,16741.0,L,3.0,7.0,5,6,1,0,0,0,10
2022-05-02,MIA,2022,ARI,6224.0,L,4.0,5.0,5,0,0,0,0,0,11
2022-05-03,MIA,2022,ARI,6263.0,L,4.0,5.0,5,1,0,0,0,0,12
2022-05-04,MIA,2022,ARI,7356.0,L,7.0,8.0,5,2,0,0,0,0,13
2022-05-13,MIA,2022,MIL,9110.0,L,1.0,2.0,5,4,1,0,0,0,14
2022-05-14,MIA,2022,MIL,12941.0,W,9.0,3.0,5,5,1,0,0,0,15
2022-05-15,MIA,2022,MIL,11729.0,L,3.0,7.0,5,6,1,0,0,0,16
2022-05-16,MIA,2022,WSN,6601.0,W,8.0,2.0,5,0,0,0,0,0,17
2022-05-17,MIA,2022,WSN,8097.0,W,5.0,1.0,5,1,0,0,0,0,18
2022-05-18,MIA,2022,WSN,7566.0,L,4.0,5.0,5,2,0,0,0,0,19
2022-05-20,MIA,2022,ATL,9776.0,L,3.0,5.0,5,4,1,0,0,0,20
2022-05-21,MIA,2022,ATL,13264.0,L,3.0,4.0,5,5,1,0,0,0,21
2022-05-22,MIA,2022,ATL,17908.0,W,4.0,3.0,5,6,1,0,0,0,22
2022-06-02,MIA,2022,SFG,8202.0,W,3.0,0.0,6,3,0,0,0,0,23
2022-06-03,MIA,2022,SFG,6512.0,L,6.0,15.0,6,4,1,0,0,0,24
2022-06-04,MIA,2022,SFG,7515.0,W-wo,5.0,4.0,6,5,1,0,0,0,25
2022-06-05,MIA,2022,SFG,9641.0,L,1.0,5.0,6,6,1,0,0,0,26
2022-06-07,MIA,2022,WSN,7112.0,W,12.0,2.0,6,1,0,0,0,0,27
2022-06-08,MIA,2022,WSN,7193.0,W-wo,2.0,1.0,6,2,0,0,0,0,28
2022-06-09,MIA,2022,WSN,9108.0,W,7.0,4.0,6,3,0,0,0,0,29
2022-06-21,MIA,2022,COL,9012.0,W,9.0,8.0,6,1,0,0,0,0,30
2022-06-22,MIA,2022,COL,8983.0,W,7.0,4.0,6,2,0,0,0,0,31
2022-06-23,MIA,2022,COL,11854.0,W,3.0,2.0,6,3,0,0,0,0,32
2022-06-24,MIA,2022,NYM,11444.0,L,3.0,5.0,6,4,1,0,0,0,33
2022-06-25,MIA,2022,NYM,18722.0,L,3.0,5.0,6,5,1,0,0,0,34
2022-06-26,MIA,2022,NYM,19343.0,W-wo,3.0,2.0,6,6,1,0,0,0,35
2022-07-05,MIA,2022,LAA,13338.0,W,2.0,1.0,7,1,0,0,0,0,36
2022-07-06,MIA,2022,LAA,18741.0,L,2.0,5.0,7,2,0,0,0,0,37
2022-07-11,MIA,2022,PIT,8560.0,L,1.0,5.0,7,0,0,0,0,0,38
2022-07-12,MIA,2022,PIT,8022.0,L,2.0,3.0,7,1,0,0,0,0,39
2022-07-13,MIA,2022,PIT,9524.0,W-wo,5.0,4.0,7,2,0,0,0,0,40
2022-07-14,MIA,2022,PIT,13612.0,W-wo,3.0,2.0,7,3,0,0,0,0,41
2022-07-15,MIA,2022,PHI,10193.0,L,1.0,2.0,7,4,1,0,0,0,42
2022-07-16,MIA,2022,PHI,13497.0,L,0.0,10.0,7,5,1,0,0,0,43
2022-07-17,MIA,2022,PHI,12450.0,L,0.0,4.0,7,6,1,0,0,0,44
2022-07-21,MIA,2022,TEX,9524.0,L,0.0,8.0,7,3,0,0,0,0,45
2022-07-29,MIA,2022,NYM,15131.0,L,4.0,6.0,7,4,1,0,0,0,46
2022-07-30,MIA,2022,NYM,16655.0,L,0.0,4.0,7,5,1,0,0,0,47
2022-07-31,MIA,2022,NYM,17449.0,L,3.0,9.0,7,6,1,0,0,0,48
2022-08-01,MIA,2022,CIN,7701.0,L,1.0,3.0,8,0,0,0,0,0,49
2022-08-02,MIA,2022,CIN,8188.0,L,1.0,2.0,8,1,0,0,0,0,50
2022-08-03,MIA,2022,CIN,8656.0,W,3.0,0.0,8,2,0,0,0,0,51
2022-08-12,MIA,2022,ATL,10459.0,L,3.0,4.0,8,4,1,0,0,0,52
2022-08-13,MIA,2022,ATL,7308.0,L,2.0,5.0,8,5,1,0,0,0,53
2022-08-13,MIA,2022,ATL,11910.0,L,2.0,6.0,8,5,1,0,0,0,54
2022-08-14,MIA,2022,ATL,10902.0,L,1.0,3.0,8,6,1,0,0,0,55
2022-08-15,MIA,2022,SDP,9123.0,W,3.0,0.0,8,0,0,0,0,0,56
2022-08-16,MIA,2022,SDP,9065.0,W,4.0,3.0,8,1,0,0,0,0,57
2022-08-17,MIA,2022,SDP,7273.0,L,3.0,10.0,8,2,0,0,0,0,58
2022-08-26,MIA,2022,LAD,9365.0,L,6.0,10.0,8,4,1,0,0,0,59
2022-08-27,MIA,2022,LAD,23543.0,W,2.0,1.0,8,5,1,0,0,0,60
2022-08-28,MIA,2022,LAD,13617.0,L,1.0,8.0,8,6,1,0,0,0,61
2022-08-29,MIA,2022,LAD,10288.0,L,2.0,3.0,8,0,0,0,0,0,62
2022-08-30,MIA,2022,TBR,7386.0,L,2.0,7.0,8,1,0,0,0,0,63
2022-08-31,MIA,2022,TBR,7420.0,L,1.0,2.0,8,2,0,0,0,0,64
2022-09-09,MIA,2022,NYM,12692.0,W,6.0,3.0,9,4,1,0,0,1,65
2022-09-10,MIA,2022,NYM,17441.0,L,3.0,11.0,9,5,1,0,0,1,66
2022-09-11,MIA,2022,NYM,13234.0,L,3.0,9.0,9,6,1,0,0,1,67
2022-09-12,MIA,2022,TEX,5095.0,L,2.0,3.0,9,0,0,0,0,1,68
2022-09-12,MIA,2022,TEX,5242.0,W,10.0,6.0,9,0,0,0,0,1,69
2022-09-13,MIA,2022,PHI,5801.0,L,1.0,2.0,9,1,0,0,0,1,70
2022-09-14,MIA,2022,PHI,5632.0,L,1.0,6.0,9,2,0,0,0,1,71
2022-09-15,MIA,2022,PHI,7877.0,W,5.0,3.0,9,3,0,0,0,1,72
2022-09-19,MIA,2022,CHC,8315.0,W,10.0,3.0,9,0,0,0,0,1,73
2022-09-20,MIA,2022,CHC,7972.0,L,1.0,2.0,9,1,0,0,0,1,74
2022-09-21,MIA,2022,CHC,8753.0,L,3.0,4.0,9,2,0,0,0,1,75
2022-09-23,MIA,2022,WSN,12240.0,W,5.0,2.0,9,4,1,0,0,1,76
2022-09-24,MIA,2022,WSN,16099.0,W,4.0,1.0,9,5,1,0,0,1,77
2022-09-25,MIA,2022,WSN,13042.0,L,1.0,6.0,9,6,1,0,0,1,78
2022-10-03,MIA,2022,ATL,10767.0,W,4.0,0.0,10,0,0,0,0,1,79
2022-10-04,MIA,2022,ATL,14138.0,L,1.0,2.0,10,1,0,0,0,1,80
2023-03-30,MIA,2023,NYM,31397.0,L,3.0,5.0,3,3,0,1,0,0,1
2023-03-31,MIA,2023,NYM,14797.0,W,2.0,1.0,3,4,1,0,0,0,2
2023-04-01,MIA,2023,NYM,14695.0,L,2.0,6.0,4,5,1,0,0,0,3
2023-04-02,MIA,2023,NYM,18322.0,L,1.0,5.0,4,6,1,0,0,0,4
2023-04-03,MIA,2023,MIN,8898.0,L,1.0,11.0,4,0,0,0,0,0,5
2023-04-04,MIA,2023,MIN,10668.0,W,1.0,0.0,4,1,0,0,0,0,6
2023-04-05,MIA,2023,MIN,8981.0,W,5.0,2.0,4,2,0,0,0,0,7
2023-04-14,MIA,2023,ARI,10961.0,W,5.0,1.0,4,4,1,0,0,0,8
2023-04-15,MIA,2023,ARI,11038.0,W,3.0,2.0,4,5,1,0,0,0,9
2023-04-16,MIA,2023,ARI,15314.0,L,0.0,5.0,4,6,1,0,0,0,10
2023-04-17,MIA,2023,SFG,8744.0,W,4.0,3.0,4,0,0,0,0,0,11
2023-04-18,MIA,2023,SFG,8783.0,W,4.0,2.0,4,1,0,0,0,0,12
2023-04-19,MIA,2023,SFG,8272.0,L,2.0,5.0,4,2,0,0,0,0,13
2023-04-28,MIA,2023,CHC,12340.0,W-wo,3.0,2.0,4,4,1,0,0,0,14
2023-04-29,MIA,2023,CHC,14994.0,W,7.0,6.0,4,5,1,0,0,0,15
2023-04-30,MIA,2023,CHC,20345.0,W,4.0,3.0,4,6,1,0,0,0,16
2023-05-02,MIA,2023,ATL,8626.0,L,0.0,6.0,5,1,0,0,0,0,17
2023-05-03,MIA,2023,ATL,10428.0,L,6.0,14.0,5,2,0,0,0,0,18
2023-05-04,MIA,2023,ATL,8295.0,L,3.0,6.0,5,3,0,0,0,0,19
2023-05-12,MIA,2023,CIN,13938.0,L,4.0,7.0,5,4,1,0,0,0,20
2023-05-13,MIA,2023,CIN,11170.0,L,5.0,6.0,5,5,1,0,0,0,21
2023-05-14,MIA,2023,CIN,11216.0,W,3.0,1.0,5,6,1,0,0,0,22
